label,area,axis_major_length,axis_minor_length,eccentricity,h_sym_err_percent,v_sym_err_percent
ash,5778.0,152.66307235363556,114.82314546900518,0.6590097666169716,0.2845993756503642,0.4784079084287201
sun,3674.0,184.39793913707425,90.90479047771072,0.8700397377371473,0.2494797086368366,0.2983870967741935
bow,7661.0,162.6843872250336,118.80033612739774,0.6831796086650036,0.4414672216441207,0.4630593132154006
sun,5395.0,181.02161572620423,90.07093303509775,0.8674238022905567,0.3320759625390218,0.3456035379812695
tyr,4950.0,119.92581062993855,105.35383690327257,0.4777574917961121,0.300468262226847,0.2359521331945889
joy,6478.0,155.88756016156083,97.87866040376947,0.7783102682883625,0.3237513007284079,0.5573621227887617
tyr,4604.0,133.00600299523438,97.88155399787172,0.6770703282125532,0.2125390218522372,0.1279916753381894
need,4700.0,125.98937697924686,87.21804421652234,0.7216433191548528,0.1540062434963579,0.2489594172736732
need,4926.0,124.3398683886708,88.734123017258,0.7005108369036274,0.186264308012487,0.3327263267429761
elk-sedge,4794.0,130.71276055608212,105.77487552330368,0.5875110544013085,0.2765348595213319,0.2016129032258064
serpent,5877.0,115.07379786060844,102.5711820834136,0.4533131557349338,0.3433922996878252,0.1727367325702393
ash,7857.0,137.86049822958455,112.77273197057409,0.5751888773797412,0.3237513007284079,0.6028876170655567
sun,5220.0,185.09893094129316,79.02522104135693,0.9042822924520836,0.35184703433923,0.3794224765868886
ash,6933.0,144.7450513059139,109.42842349931163,0.6545623220198663,0.2866805411030177,0.5809053069719042
serpent,6695.0,121.9041711288952,100.87995019001887,0.5614143470217596,0.1716961498439126,0.1422996878251821
ash,6703.0,137.0864886898443,122.994539616132,0.4416164239772482,0.2539021852237252,0.5067637877211238
sun,6691.0,182.247746601936,82.37202584639876,0.892028934790435,0.4079084287200832,0.4071279916753382
elk-sedge,5266.0,128.5543214556718,105.85929651203028,0.5673748367105571,0.321149843912591,0.0688085327783558
need,15376.0,143.17821063276352,143.17821063276352,0.0,0.0,0.0
serpent,4063.0,117.38656993451409,98.54944600812358,0.5433146643261741,0.3377991675338189,0.3081425598335067
bow,6428.0,165.90096983774555,119.76216786543648,0.6920083470614437,0.418054110301769,0.4523933402705515
bow,7477.0,163.4324409374684,122.84198845061692,0.6595761723320599,0.4361342351716961,0.3760405827263267
spear,8070.0,125.53266925843684,108.58616273345136,0.5017663149000396,0.2278876170655567,0.2656087408949011
serpent,5825.0,119.27389544936943,100.76720856926612,0.5350210172544865,0.4508324661810614,0.2310093652445369
bow,5559.0,166.25496283886406,136.18561458960278,0.5735977228480721,0.3557492195629552,0.2217741935483871
elk-sedge,5409.0,133.88798954883092,103.21871964155656,0.6369157962118224,0.3829344432882414,0.2164412070759625
spear,8323.0,135.21910694083516,111.77260334322123,0.5627845544769752,0.2966961498439125,0.248309053069719
joy,6685.0,149.44814266701374,102.52038004080984,0.7276081370636781,0.3059313215400624,0.5470863683662851
wealth,5101.0,126.14329251898526,111.77356267500232,0.4635245537714571,0.3110041623309053,0.5292663891779397
spear,8193.0,129.1184508726939,103.6687971481657,0.5961179853173986,0.3335067637877211,0.3126951092611862
need,3273.0,135.37467012144143,78.87867695483062,0.8127092824048283,0.2977367325702393,0.2550728407908428
sun,4957.0,178.4254749723804,79.48252894438146,0.8952987275778498,0.4564255983350676,0.4366545265348595
gift,3840.0,143.15329857384864,127.20753032455288,0.4586625159440705,0.243366285119667,0.0995057232049948
wealth,6578.0,153.2896308336978,96.1690232767602,0.7787228497172515,0.3335067637877211,0.5267950052029137
oak,7109.0,152.3898330134472,101.51339396093252,0.7458241990315541,0.2912330905306972,0.4652705515088449
wealth,5435.0,161.48826898404448,94.97405219650705,0.8087756098601449,0.2855098855359001,0.4267689906347555
tyr,5767.0,136.5293000945406,100.41506733459572,0.6775424764395268,0.3899583766909469,0.3821540062434964
tyr,6044.0,129.63021102353295,99.9845665068768,0.6364644306650026,0.3093132154006243,0.187044745057232
gift,4434.0,135.76852517222292,133.46297821521657,0.1835062345162136,0.23920395421436,0.2795265348595213
need,4692.0,125.52806648752832,86.8284533898605,0.7221796922688173,0.1491935483870967,0.4475806451612903
sun,6066.0,186.3113017270866,90.37967852195683,0.874458487310068,0.3439125910509885,0.3472944849115504
gift,3723.0,135.4925491844713,125.5929181908652,0.3752195332743464,0.2831685744016649,0.2183922996878251
joy,4038.0,150.88526285807282,105.47297199088992,0.7150946320008034,0.2778355879292404,0.3673257023933403
spear,6914.0,130.24479106543595,123.01172083513772,0.3286103879303217,0.4184443288241415,0.225936524453694
tyr,5757.0,126.2856667318587,105.16937363501712,0.5535898268852795,0.3413111342351717,0.0876690946930281
elk-sedge,5495.0,146.5588831472345,94.89546424404762,0.7620736392507101,0.3838449531737773,0.2873309053069719
wealth,4215.0,159.65764571175572,85.8232566842657,0.843234714441073,0.2536420395421436,0.3478147762747138
elk-sedge,5246.0,140.4705336757667,96.37820849445916,0.7274980101464212,0.2890218522372528,0.38579604578564
sun,4622.0,180.4051485167292,80.2216968259716,0.8956918889645913,0.3593912591050988,0.4389958376690946
wealth,6689.0,153.56496086237289,89.72889271386697,0.8115335896019238,0.3787721123829344,0.4864724245577523
joy,6787.0,157.55532857551066,92.77812104479494,0.8082346353077199,0.3297346514047867,0.5329084287200833
sun,7582.0,173.9704361803596,98.24367451605926,0.8252861508230499,0.3560093652445369,0.3606919875130073
tyr,4613.0,134.69096207476875,102.4006235303132,0.6496148059131491,0.2983870967741935,0.1363163371488033
need,6499.0,128.28728763593534,93.42811804928672,0.6852875328306074,0.2948751300728408,0.3289542143600416
gift,4527.0,138.8047264881962,132.35682351421923,0.3012444442059435,0.057882414151925,0.1078303850156087
need,4978.0,123.14824018749944,85.93725525973925,0.7162577362047121,0.170525494276795,0.2131893860561914
sun,7753.0,168.85925344094048,94.66807095437986,0.8280643887245511,0.3973725286160249,0.3835848074921956
ash,6812.0,131.16580988488553,120.5460375030369,0.3941747379770015,0.4451092611862643,0.5026014568158168
ash,6022.0,149.2850976201952,103.66118846355668,0.7196046218717543,0.2959157127991675,0.543054110301769
tyr,5744.0,130.0158348292267,102.58052540510194,0.6144126371529944,0.2700312174817898,0.2583246618106139
serpent,5871.0,115.35353839204345,102.65893884759916,0.4560571373253327,0.2722424557752341,0.2675598335067637
joy,5668.0,147.2070405552059,107.22186728942629,0.6851791457633936,0.3818938605619146,0.4810093652445369
wealth,5221.0,158.66235321921585,86.42435271907968,0.8386270072003188,0.3444328824141519,0.4084287200832466
serpent,7024.0,116.45096253857484,105.09141943597584,0.4307901451345803,0.2085067637877211,0.3266129032258064
bow,7095.0,155.08661523238547,116.10203416044024,0.6629913653919337,0.3870967741935484,0.3660249739854318
tyr,4648.0,122.19273173962576,108.25594871505284,0.4637917384264545,0.2520811654526534,0.2741935483870967
gift,6271.0,149.32030626264554,105.19346406540996,0.7097218812812337,0.3061914672216441,0.4877731529656607
spear,10005.0,131.17332838337748,120.66690706035264,0.3921429632093488,0.1954994797086368,0.3838449531737773
spear,6691.0,136.80866411555994,124.98129682343878,0.4067306809858433,0.4469302809573361,0.3332466181061394
ash,5906.0,145.18583569914108,105.40247641296664,0.6877124436451184,0.2373829344432882,0.5094953173777316
elk-sedge,4402.0,124.24412233311008,108.53125719647272,0.4867661400606854,0.2722424557752341,0.1109521331945889
ash,6895.0,130.12682725203652,109.17476039827858,0.5441509410811094,0.3433922996878252,0.4526534859521331
ash,6417.0,135.50468963198335,115.63562874340778,0.5213058094679847,0.3372788761706555,0.5628251821019771
sun,5745.0,183.5974602418404,81.53299484293571,0.895984345941393,0.3936004162330905,0.373309053069719
serpent,7173.0,116.60111588659122,104.7388207519588,0.4394521023648361,0.1136836628511966,0.2650884495317377
elk-sedge,4327.0,129.64903428773408,104.45113283242355,0.5923982436343207,0.2473985431841831,0.2845993756503642
need,3680.0,123.6346739404826,85.90242058598969,0.7191948054169288,0.2031737773152965,0.2349115504682622
need,5378.0,128.05829605558387,83.10411180492974,0.7608265240131227,0.2169614984391259,0.2851196670135276
ash,5537.0,138.80333874110428,114.64680153120835,0.5637203266331372,0.43210197710718,0.4162330905306972
need,4994.0,126.22731683979876,84.82104088520249,0.7405778591189741,0.212669094693028,0.3471644120707596
joy,6450.0,145.49733525826286,101.66974737145418,0.7153425540933447,0.3255723204994797,0.5474765868886576
tyr,3635.0,135.41630366775186,104.2587169002014,0.6381493601513586,0.2516909469302809,0.1385275754422476
oak,4974.0,156.44445523907942,93.00713426657568,0.8040913300574494,0.3026795005202913,0.3497658688865764
serpent,4779.0,118.85945214131034,95.7589813642696,0.5923933866922989,0.3651144640998959,0.3521071800208116
bow,7499.0,164.23254192157228,130.69500429458998,0.6055695655627374,0.356789802289282,0.3026795005202913
joy,7177.0,157.2102912494313,95.42151557132094,0.7947267599089272,0.4500520291363163,0.4549947970863683
oak,5737.0,154.04008374490112,94.59820583177338,0.7892171596970384,0.3185483870967742,0.4413371488033298
bow,6590.0,157.76823412825,123.57634334219614,0.6216719449499021,0.5022112382934444,0.416363163371488
tyr,4774.0,130.30018609158316,100.34382040695822,0.6379264545671459,0.2353017689906347,0.1101716961498439
bow,6241.0,161.9210408116794,123.03563990971702,0.6500988911872964,0.3563995837669094,0.4659209157127991
wealth,6753.0,158.2511907853091,90.14556803406695,0.8218971224639561,0.393990634755463,0.5409729448491155
spear,6551.0,132.7806427550714,119.8847498578888,0.4298964142276733,0.27315296566077,0.1745577523413111
tyr,5201.0,128.33709512179485,99.77628853630348,0.6289388358248109,0.2898022892819979,0.1170655567117585
spear,6935.0,127.89836297179514,118.81089826597176,0.3702108213997048,0.3968522372528616,0.2675598335067637
tyr,3525.0,134.42010636357492,99.5227061395358,0.6721824290918139,0.2207336108220603,0.2134495317377731
ash,3932.0,146.4972740340531,108.43062071185756,0.6724368183870985,0.3510665972944849,0.3182882414151925
gift,7103.0,151.13646717482146,109.95642123632658,0.6860751171240375,0.5133975026014568,0.5092351716961498
sun,5241.0,182.15531166720965,78.82706743171488,0.9015156659496228,0.3887877211238293,0.4252081165452653
bow,6803.0,159.66834455980225,115.1467016343844,0.6927667289259735,0.3634235171696149,0.3480749219562955
spear,7265.0,136.97100846644048,124.2418356832228,0.4209870158003024,0.1768990634755463,0.2484391259105098
ash,5874.0,140.87260337830853,111.11042673782306,0.6147399697179978,0.2519510926118626,0.4730749219562955
oak,5825.0,161.84315001766393,96.26900157625369,0.8038522516131158,0.3082726326742976,0.4924557752341311
ash,6781.0,147.22664859526407,116.01052974687968,0.6157106137572946,0.3221904266389178,0.5440946930280958
bow,7492.0,159.84611244181707,119.3400050351845,0.6652809474716957,0.4209157127991675,0.3389698231009365
need,5461.0,128.60014318927702,85.68198468136343,0.7457135984397506,0.1818418314255983,0.4846514047866805
need,3553.0,125.7319315448002,87.86580679672251,0.715283436171258,0.26079604578564,0.3406607700312175
serpent,5566.0,120.69198505954726,93.93200248439037,0.6279189828167145,0.345993756503642,0.2739334027055151
wealth,6204.0,159.99984531686633,93.97816303805806,0.8093228215601819,0.3358480749219563,0.5020811654526535
bow,7575.0,157.46686031295675,130.9534781118222,0.5553366536189606,0.4094693028095734,0.3649843912591051
elk-sedge,5709.0,126.6824997029757,96.9159531035752,0.6439942637058431,0.3687565036420395,0.1627211238293444
spear,7185.0,135.62763639534617,122.25136484710188,0.4330393226885128,0.2714620187304891,0.312044745057232
bow,7552.0,156.86641938491675,103.14338331537544,0.7534338904192056,0.3742195629552549,0.5633454734651405
joy,5712.0,137.46519280286842,113.29684119921484,0.5663196900617818,0.375,0.4876430801248699
wealth,7017.0,153.69089129531065,96.9138894685296,0.7761269685061153,0.3675858480749219,0.5124869927159209
elk-sedge,4144.0,132.75191737209087,101.79155684544168,0.6419096124365011,0.2181321540062435,0.170525494276795
bow,6422.0,160.97339108015157,107.97857478770166,0.7416516444024728,0.5150884495317378,0.4565556711758585
gift,5315.0,141.68551485272732,118.74030046454266,0.5455852537251972,0.5081945889698231,0.0747918834547346
need,5044.0,127.66530091449565,82.85820096303371,0.7607655490455875,0.1515348595213319,0.3622528616024974
sun,4888.0,189.53922149244588,73.3533089909703,0.9220761045390607,0.3374089490114464,0.3436524453694068
tyr,4730.0,132.532802967637,100.29088097153551,0.6537333738588967,0.2769250780437045,0.2061654526534859
gift,7297.0,144.58747068414792,121.12194314512048,0.5461198612794602,0.1896462018730489,0.2122788761706555
wealth,7257.0,142.5620479746776,107.6871415291153,0.6552981468946075,0.3664151925078043,0.5922216441207075
oak,3864.0,148.17225387823012,94.53247559639443,0.7700443161635389,0.2739334027055151,0.3548387096774194
tyr,3654.0,132.41013468543431,98.1980949347656,0.6708194674557707,0.1831425598335067,0.3233610822060354
elk-sedge,6778.0,132.4254805807758,100.39676181882348,0.6520943828478953,0.4071279916753382,0.4076482830385015
sun,3816.0,194.64913403651315,76.23581079846018,0.9201110432601376,0.2717221644120707,0.3193288241415192
ash,8050.0,135.90720996093592,116.69108059210907,0.5126319421004316,0.3292143600416233,0.5956035379812695
need,5102.0,123.08764616873376,89.35292779038082,0.6877693389275273,0.2701612903225806,0.2795265348595213
elk-sedge,4539.0,128.44788228533142,103.15810097230536,0.5958274066019414,0.2860301768990634,0.3042403746097815
spear,15376.0,143.17821063276352,143.17821063276352,0.0,0.0,0.0
gift,6930.0,149.14096559936883,107.36376576962708,0.6940973772107998,0.2453173777315296,0.2473985431841831
