label,area,area_filled,area_convex,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,extent,feret_diameter_max,perimeter,solidity,holes,h_sym_err_percent,v_sym_err_percent,pixelsum_tl,pixelsum_tm,pixelsum_tr,pixelsum_ml,pixelsum_mm,pixelsum_mr,pixelsum_bl,pixelsum_bm,pixelsum_br
gift,6389.0,6389.0,13955.0,144.0897923937596,121.4509629334892,0.5380955016581233,90.19272393775984,0.4155176899063476,168.34488409215172,706.3158005400378,0.4578287352203511,0,0.1908168574401665,0.28837148803329865,0,0,13,59,59,55,56,58,58
sun,4282.0,4282.0,10857.0,187.76066046860063,88.92537947312483,0.8807345230988018,73.83773920263246,0.2784859521331946,173.25414857947845,616.4507934888323,0.3943999263148199,0,0.2708116545265349,0.26690946930280957,0,0,17,59,61,64,19,19,19
spear,6916.0,7497.0,14280.0,139.19499444882652,121.62488506318462,0.48633324645992404,93.83882294332332,0.44979188345473464,165.55965692160635,907.352380466497,0.4843137254901961,2,0.238423517169615,0.2454474505723205,0,0,26,70,75,81,49,45,46
gift,5483.0,5483.0,12964.0,134.9786544878528,124.32594077066082,0.3893768611801378,83.55341060533016,0.3565946930280957,157.4325252290644,680.1736649163068,0.42294045047824746,0,0.35939125910509884,0.44315816857440166,0,0,14,49,45,45,50,51,49
spear,7268.0,7983.0,13938.0,132.44758463689578,119.69823919408415,0.42808084107984756,96.19721935240729,0.472684703433923,161.72198366332265,887.8204178980325,0.5214521452145214,2,0.1830124869927159,0.24336628511966701,0,0,13,71,76,83,57,55,54
bow,8412.0,12422.0,13784.0,155.21330332452285,144.52310127062913,0.36469831923291257,103.49150230966883,0.5470863683662851,157.87653403846943,848.3086578651014,0.610272780034823,1,0.3649843912591051,0.2570239334027055,0,0,46,55,55,53,91,96,120
spear,5183.0,6166.0,13330.0,130.44842704334326,120.33622255984564,0.3860419936977583,81.23546368651039,0.3370837669094693,157.4325252290644,913.6366517139589,0.38882220555138786,2,0.38826742976066597,0.29435483870967744,0,0,12,42,46,45,60,56,57
ash,7085.0,7085.0,11339.0,134.42020311984885,119.7022045466392,0.4549684817073742,94.97843004834638,0.4607830385015609,145.89036979869508,690.1076477383248,0.624834641502778,0,0.26404786680541104,0.5715400624349636,0,0,33,85,82,81,73,66,62
need,5045.0,5045.0,9708.0,122.39531560668581,92.98968966606493,0.6502167459101487,80.1466998895706,0.32810874089490116,132.9661611087573,551.1370849898476,0.5196744952616399,0,0.2866805411030177,0.3600416233090531,0,0,20,65,67,68,57,50,45
ash,6254.0,6254.0,10623.0,139.3346173609877,112.67243228024627,0.5882950376730899,89.23474722760024,0.40673777315296566,139.51702405083043,749.8650070512055,0.5887225830744611,0,0.3740894901144641,0.463579604578564,0,0,18,68,68,64,35,25,29
oak,9925.0,11537.0,14324.0,133.41994571614987,127.56880087774135,0.2928940542384276,112.41397814105011,0.6454864724245577,161.5239920259526,1301.0691552395615,0.6928930466350182,15,0.4990894901144641,0.43587408949011447,0,0,48,106,105,104,112,107,101
sun,4589.0,4589.0,10348.0,179.56535188317523,86.46686059543597,0.876427293429614,76.43884006700823,0.29845213319458896,159.29846201391902,565.9238815542512,0.4434673366834171,0,0.3679760665972945,0.32349115504682624,0,0,17,73,77,80,23,23,23
wealth,5327.0,5327.0,9532.0,148.85549340603131,91.46291407190726,0.7889627949376885,82.35622049854044,0.34644901144641,151.47607071745688,675.747258045114,0.5588543852287033,0,0.38787721123829344,0.4529136316337149,0,0,17,75,77,77,24,24,24
ash,7118.0,7118.0,10679.0,131.87290499163313,109.9747241266151,0.5518478604589554,95.19936491082747,0.4629292403746098,137.90576492663388,659.9655121145938,0.6665418110309954,0,0.30450052029136315,0.502471383975026,0,0,31,35,38,42,34,34,34
serpent,5224.0,5224.0,10976.0,120.1878738296216,99.07368013821907,0.5661191450030845,81.55613638284056,0.3397502601456816,140.06427096158393,694.2152954766494,0.47594752186588923,0,0.3149063475546306,0.2917533818938606,0,0,13,68,69,65,39,37,36
joy,6418.0,6802.0,9999.0,136.90968225028666,105.80675617621696,0.6346233641040107,90.39718689268088,0.4174037460978148,140.60227594174995,584.4091629284898,0.6418641864186418,1,0.2946149843912591,0.5391519250780437,0,0,26,100,103,106,32,32,32
ash,9161.0,9161.0,11447.0,134.372536699495,112.39430386555942,0.5480614677105515,108.00068272616996,0.5957986472424558,143.8923208513922,628.0904037956217,0.8002970210535512,0,0.3417013527575442,0.4990894901144641,0,0,35,100,98,98,96,94,92
elk-sedge,3528.0,3528.0,9102.0,140.67402104057393,101.24508008901735,0.6942705358796492,67.02230310744069,0.2294484911550468,143.7358688706476,566.2497833620557,0.38760711931443637,0,0.21839229968782517,0.1559573361082206,0,0,23,17,14,14,15,17,17
tyr,5509.0,5509.0,9792.0,135.0760138819251,100.42268388672403,0.6687880524825104,83.75127850932195,0.3582856399583767,127.12198865656563,541.7228714274745,0.5626021241830066,0,0.2659989594172737,0.16324141519250782,0,0,18,55,55,55,27,27,27
bow,6751.0,9238.0,11876.0,154.2882529733522,119.44989138501646,0.6329416271015761,92.71267532817228,0.4390608740894901,165.01212076693034,807.5634918610405,0.5684573930616369,1,0.3951612903225806,0.3904786680541103,0,0,34,41,41,41,110,109,109
wealth,6169.0,6169.0,9895.0,153.824453158528,94.54101155019225,0.788836373044499,88.62626445626161,0.4012096774193548,163.02760502442524,632.2914139223983,0.6234461849418899,0,0.29734651404786683,0.5044224765868887,0,0,17,64,66,64,28,28,28
tyr,5082.0,5082.0,9579.0,130.86274936370694,102.42077846855082,0.6224519625973566,80.44006070574596,0.33051508844953176,127.57742747053649,520.3502884254441,0.5305355465079862,0,0.2663891779396462,0.14880332986472425,0,0,21,60,53,53,24,24,24
bow,7412.0,10054.0,12104.0,163.03285079546492,117.28234521131775,0.6946181820342779,97.14551716665585,0.4820499479708637,173.25414857947845,870.2914139223983,0.6123595505617978,1,0.42273673257023936,0.41103017689906346,0,0,24,49,47,47,108,103,103
tyr,5101.0,5101.0,9334.0,127.58584835977167,99.67838565088196,0.6241992141283397,80.59029046786011,0.33175078043704476,125.60254774486066,540.0071426749364,0.5464966788086565,0,0.2718522372528616,0.15582726326742977,0,0,16,81,79,79,24,24,24
gift,5770.0,5770.0,12463.0,149.53181839647797,103.09981738224914,0.7243007794400899,85.71226384317409,0.37526014568158167,171.86331778480246,654.8010819142763,0.4629703923613897,0,0.20031217481789804,0.24037460978147762,0,0,15,53,56,56,57,54,52
joy,5949.0,6441.0,9868.0,142.31362644697677,103.9816207143938,0.6827509330067723,87.03161524198826,0.3869016649323621,141.65097952361643,594.5512985522206,0.602857721929469,1,0.3250520291363163,0.519901144640999,0,0,30,84,81,72,30,30,30
elk-sedge,5133.0,5133.0,9373.0,138.18538677603922,97.70293804472166,0.7071710802971886,80.84267798091297,0.3338319458896982,147.27525250360293,564.0071426749364,0.5476368291902273,0,0.36212278876170656,0.23465140478668053,0,0,15,54,54,52,24,22,22
spear,6167.0,6855.0,13900.0,132.20920687991665,121.91168240005335,0.3869233148816898,88.61189690093396,0.401079604578564,163.46559270990332,875.1341263970173,0.44366906474820145,2,0.2855098855359001,0.21657127991675337,0,0,15,86,83,80,42,42,40
oak,6894.0,6894.0,10797.0,152.6583122102524,94.45979110572526,0.7855752619555076,93.68945202851927,0.4483610822060354,169.07099100673656,663.9898987322333,0.6385106974159489,0,0.39373048907388136,0.5094953173777316,0,0,17,74,74,74,62,62,60
gift,5317.0,5317.0,12486.0,151.76575674932954,102.97634776320247,0.7345804282251169,82.27888343528284,0.3457986472424558,171.14321488157222,659.1858582251266,0.42583693736985423,0,0.3950312174817898,0.48165972944849117,0,0,17,49,48,52,48,51,48
bow,6601.0,9439.0,13106.0,163.7236634526998,125.83849738808723,0.6397260684021683,91.67690131541755,0.4293054110301769,167.0269439342048,920.4335495461291,0.5036624446818251,1,0.35965140478668056,0.3916493236212279,0,0,12,38,37,38,53,53,53
need,4645.0,4645.0,9363.0,122.46771061414567,88.00426983855805,0.6954323059974056,76.90382100581759,0.30209417273673256,129.98846102635417,506.5096679918781,0.4961016768129873,0,0.1860041623309053,0.2546826222684703,0,0,18,56,58,58,25,25,25
gift,7029.0,7029.0,13693.0,147.95019262433914,113.95910871994137,0.6377382017948913,94.60232956932646,0.4571409989594173,169.07099100673656,652.2985565973347,0.5133279777988753,0,0.20707596253902186,0.1514047866805411,0,0,16,55,53,53,63,64,63
gift,7151.0,7151.0,13885.0,147.6511782690392,115.92166273805223,0.6193628214774879,95.41978822236585,0.4650754422476587,171.14321488157222,668.6000717874997,0.5150162045372705,0,0.3779916753381894,0.3392299687825182,0,0,17,68,67,68,57,57,59
elk-sedge,5504.0,5504.0,9650.0,136.46122694739017,98.3808216509879,0.6929939439207992,83.71326331127186,0.35796045785639957,143.45033983926285,504.3919189857867,0.5703626943005181,0,0.29357440166493237,0.37760145681581686,0,0,16,58,55,55,25,25,25
bow,7520.0,10819.0,12469.0,158.44525365103203,129.63920682771877,0.5749399851124242,97.85070963671353,0.4890738813735692,160.0312469488381,836.048773235279,0.6030956772796535,1,0.3224505723204995,0.3149063475546306,0,0,21,54,52,54,123,123,123
sun,8289.0,8289.0,11312.0,159.40888866361465,91.80428929141415,0.8175170075752131,102.73209131673396,0.5390868886576483,153.22206107476822,550.8944443027283,0.7327616690240453,0,0.42533818938605616,0.4469302809573361,0,0,24,79,89,94,83,84,84
need,4554.0,4554.0,9453.0,124.58942271518687,85.71945360192974,0.7256959940359019,76.14678513715423,0.29617585848074923,127.81627439414747,525.237590053236,0.48175182481751827,0,0.12018730489073881,0.22190426638917793,0,0,17,67,69,74,28,28,28
sun,8687.0,8687.0,11710.0,163.26796024798344,90.6462932973454,0.8317171947632668,105.1695389602634,0.564971383975026,154.45711378890906,558.4091629284898,0.7418445772843724,0,0.5421436004162331,0.4984391259105099,0,0,22,49,49,49,96,94,93
joy,4323.0,5963.0,9174.0,151.69110085475407,102.30435288985575,0.738342866480045,74.19039393270606,0.28115244536940687,149.77316181479245,682.9777054234135,0.4712230215827338,1,0.29201352757544224,0.4025754422476587,0,0,17,53,58,63,19,19,19
tyr,5628.0,5628.0,9738.0,130.3819576869793,101.22062751135987,0.6303153285167424,84.65100210729638,0.3660249739854318,128.06248474865697,536.9360748630709,0.5779420825631546,0,0.3225806451612903,0.4112903225806452,0,0,20,66,68,66,27,27,27
tyr,3448.0,3448.0,8837.0,136.5109227569789,97.0020502658379,0.7036155392681919,66.25805573850504,0.22424557752341312,127.61269529321916,577.0782104868018,0.39017766210252347,0,0.28420915712799166,0.26651925078043703,0,0,11,38,37,33,15,15,15
joy,4924.0,6611.0,8652.0,157.5111365889621,90.13582381872766,0.8200788900815514,79.17974184269573,0.3202393340270552,152.0526224699857,652.2325394193526,0.5691169671752196,1,0.4207856399583767,0.3635535900104058,0,0,16,53,55,51,21,21,21
gift,6024.0,6024.0,14468.0,140.50380700983996,129.09720499519108,0.3946851730031928,87.57850773725606,0.3917793964620187,169.07099100673656,741.4873734152916,0.4163671551009124,0,0.26170655567117584,0.13995837669094693,0,0,20,54,58,54,57,59,58
serpent,5163.0,5163.0,10781.0,117.773409522698,99.31113044798926,0.537538847100029,81.07857774694648,0.3357830385015609,141.90489773083945,687.286363288515,0.4788980614043224,0,0.30150884495317376,0.3082726326742976,0,0,11,70,69,67,59,47,47
spear,6315.0,7020.0,14811.0,143.08338799353288,121.90293690691402,0.5235885232996091,89.66887824101823,0.4107049947970864,170.48460341039598,866.7564927611035,0.4263722908648977,2,0.2691207075962539,0.2033038501560874,0,0,13,72,77,78,37,38,40
joy,1830.0,1830.0,4444.0,112.08136963932239,68.92136540490044,0.7885874815374462,48.27036737860349,0.2491490810074881,120.20815280171308,415.770598642227,0.4117911791179118,0,0.22229448491155046,0.3136056191467222,0,0,25,48,47,45,16,16,16
bow,6461.0,9289.0,13219.0,166.0307110379313,124.68755075100808,0.6603125695136668,90.6995077083326,0.4202003121748179,168.43990026119107,913.8477631085022,0.4887661699069521,1,0.3999739854318418,0.2959157127991675,0,0,22,38,39,36,49,51,51
joy,6794.0,7377.0,10247.0,154.5347664662931,97.08501203117778,0.7780191307530899,93.00746995231457,0.44185744016649325,155.43809056984713,598.8944443027283,0.663023323899678,1,0.35939125910509884,0.5524193548387096,0,0,27,77,77,80,32,32,32
gift,5264.0,5264.0,13210.0,150.13931289625867,109.45291931059306,0.6845040474330021,81.86777732103087,0.34235171696149846,171.86331778480246,672.6833329081849,0.39848599545798635,0,0.15582726326742977,0.1425598335067638,0,0,15,57,57,60,56,53,50
tyr,4457.0,4457.0,9441.0,144.36811024544167,95.64544706725319,0.7490522702399812,75.331458573989,0.2898673257023933,131.18688958886096,536.936074863071,0.4720898209935388,0,0.20850676378772112,0.1359261186264308,0,0,27,22,22,22,22,22,22
elk-sedge,4654.0,4654.0,9291.0,139.60797588795685,92.35438818367497,0.7499217099962673,76.97828811552935,0.30267950052029136,151.0132444522665,574.048773235279,0.5009148638467334,0,0.33936004162330907,0.35158688865764826,0,0,16,59,57,53,22,22,22
ash,6584.0,6584.0,10429.0,135.77442616491325,106.83515689577514,0.6171344352845083,91.55877436126103,0.42819979188345475,136.0588108135596,656.8944443027283,0.6313165212388532,0,0.3224505723204995,0.4600676378772112,0,0,33,35,35,39,36,36,36
serpent,4942.0,4944.0,10042.0,118.45391479445895,89.76858151318392,0.6524456742968775,79.32433315245187,0.3214099895941727,130.91982279242512,688.9777054234136,0.49213304122684726,1,0.34794484911550466,0.22125390218522373,0,0,18,60,66,71,67,56,45
spear,4069.0,4647.0,12855.0,147.6057178718237,102.52062695681208,0.7194374017369876,71.97785567469607,0.26463319458896983,174.6568063374571,802.1046891454944,0.3165305328665889,2,0.33363683662851196,0.25689386056191466,0,0,8,66,63,65,28,29,30
gift,7217.0,7217.0,13523.0,146.96266629696706,112.29158372318211,0.6451186850027752,95.85911429986024,0.4693678459937565,165.6804152578089,672.6173157302028,0.5336833542852917,0,0.2578043704474506,0.3811134235171696,0,0,20,64,60,58,66,64,66
serpent,6333.0,6333.0,11000.0,117.23519811694099,99.55392338418741,0.5281016290796149,89.79658143163239,0.4118756503642039,134.8517704741024,658.4924240491749,0.5757272727272728,0,0.13150364203954215,0.26469823100936524,0,0,22,114,116,117,62,62,59
elk-sedge,4806.0,4806.0,9444.0,131.6596614453029,100.46129535994186,0.6463538900764393,78.22524689636455,0.3125650364203954,135.4843164355196,529.1370849898476,0.5088945362134689,0,0.24375650364203955,0.16155046826222685,0,0,18,54,47,43,22,22,22
spear,15376.0,15376.0,15376.0,143.17821063276352,143.17821063276352,0.0,139.91901671984357,1.0,174.6568063374571,492.0,1.0,0,0.0,0.0,0,0,124,124,124,124,124,124,124
sun,4931.0,4931.0,10045.0,180.70874982958856,80.83832732548522,0.8943637695052575,79.23600314938335,0.3206945889698231,167.7647161950331,555.7878425849301,0.49089099054255847,0,0.35444849115504684,0.36459417273673256,0,0,15,73,75,75,23,23,21
need,6568.0,6568.0,10382.0,127.9579353168203,89.74270030314135,0.7128216669195064,91.44745666130113,0.427159209157128,130.91982279242512,521.2964645562816,0.6326334039684068,0,0.28225806451612906,0.39438085327783556,0,0,30,41,41,41,67,41,41
need,5486.0,5486.0,9719.0,126.7068564856342,86.19662456736864,0.732948785328612,83.57626542516184,0.356789802289282,131.91285001848757,502.9533188057741,0.5644613643378948,0,0.19432882414151925,0.3636836628511967,0,0,24,85,83,80,33,33,33
joy,5481.0,6833.0,9613.0,145.95596922439432,109.5491811590463,0.6607986560921804,83.53817058502914,0.3564646201873049,148.39474384222643,665.0782104868019,0.5701654010194528,1,0.38176378772112385,0.4267689906347555,0,0,16,62,65,70,24,24,24
sun,5815.0,5815.0,10896.0,178.56821876035818,87.18838619399656,0.8726961217878964,86.04584796859736,0.37818678459937566,171.86331778480246,609.1370849898476,0.5336820851688693,0,0.33298647242455776,0.34495317377731527,0,0,19,27,36,36,77,75,72
oak,7274.0,7274.0,10605.0,153.334652009896,99.11029322811717,0.7630275873334154,96.23691832349773,0.4730749219562955,164.7938105633825,652.9777054234135,0.6859028760018859,0,0.3571800208116545,0.5353798126951093,0,0,21,74,72,72,55,48,35
serpent,4746.0,4746.0,10352.0,118.9612338268469,95.26304871236051,0.5989442947488416,77.73541586248241,0.30866285119667014,131.91285001848757,706.492424049175,0.45846213292117466,0,0.34209157127991674,0.36160249739854317,0,0,19,47,47,63,30,20,20
bow,6863.0,9396.0,12662.0,152.88497007136698,126.93485399573629,0.5573706545077936,93.47856971262141,0.4463449531737773,163.783393541592,865.2203461105328,0.5420154793871427,1,0.38904786680541104,0.393210197710718,0,0,46,41,40,41,55,55,57
tyr,5346.0,5346.0,9910.0,139.36007901768377,99.2978213255149,0.7016446755433534,82.50296119627573,0.347684703433923,131.52946437965906,565.7228714274745,0.5394550958627649,0,0.3456035379812695,0.4101196670135276,0,0,12,58,58,56,27,27,27
joy,6863.0,7507.0,10299.0,147.63183476649755,101.24437006390733,0.727799895680319,93.47856971262141,0.4463449531737773,148.66068747318505,598.3086578651015,0.6663753762501213,1,0.3309053069719043,0.5796045785639958,0,0,28,100,100,104,34,34,34
need,4578.0,4578.0,9129.0,126.41131848749102,84.4338444069511,0.744224582329177,76.3471717603054,0.29773673257023936,131.5750736271882,519.0365799264592,0.5014788038120276,0,0.21475026014568158,0.22723725286160248,0,0,16,54,54,56,47,45,41
ash,4920.0,4920.0,10443.0,149.10093759615003,111.35309039457783,0.6650147206962475,79.14757456863097,0.31997918834547345,153.15351775261317,687.5218613006979,0.47112898592358515,0,0.2643080124869927,0.4284599375650364,0,0,25,19,21,20,20,20,20
spear,6730.0,7173.0,13399.0,135.89296123842186,109.05961196876821,0.596597573112044,92.56836466130125,0.43769510926118627,165.51737068960466,873.3107499061545,0.5022762892753191,2,0.3290842872008325,0.30697190426638915,0,0,13,43,50,56,53,52,49
elk-sedge,4294.0,4294.0,9208.0,128.3619947751097,106.99592719810693,0.5524465321933635,73.94112931983652,0.27926638917793967,140.470637501223,543.747258045114,0.4663336229365769,0,0.2631373569198751,0.03030697190426639,0,0,12,57,55,52,18,18,18
sun,4541.0,4541.0,9184.0,179.960346589349,73.73200957474126,0.9122146894740812,76.03802188801583,0.29533038501560877,172.55723688098394,544.0071426749364,0.49444686411149824,0,0.3619927159209157,0.3495057232049948,0,0,16,23,23,23,76,78,77
spear,6702.0,7276.0,13752.0,138.24027440470883,114.89092647057922,0.5561291132453956,92.37559974806692,0.43587408949011447,168.43990026119107,889.7787873376899,0.487347294938918,2,0.11199271592091571,0.1231789802289282,0,0,14,52,58,60,44,46,42
wealth,5813.0,5813.0,9839.0,153.56827175501212,89.66164737288058,0.8118577485578168,86.03104947369583,0.3780567117585848,153.63918770938616,688.5340546095176,0.5908120743978047,0,0.3643340270551509,0.4605879292403746,0,0,17,66,65,63,27,27,27
need,4124.0,4124.0,9076.0,125.47126054279742,87.37066059038109,0.717712038936733,72.4626792389559,0.268210197710718,127.81627439414747,502.0243866176395,0.45438519171441166,0,0.21266909469302808,0.21709157127991674,0,0,18,53,51,47,22,22,22
bow,7296.0,9559.0,12693.0,163.58259749247614,121.63581209765572,0.6686533411323243,96.38234132032562,0.4745057232049948,164.87874332369228,893.605122421383,0.5748050106357835,1,0.45499479708636836,0.36628511966701355,0,0,17,43,43,43,63,61,61
bow,7526.0,8665.0,11688.0,152.12113543191808,113.19871363329187,0.6680288825799502,97.88973804069983,0.48946409989594175,164.14627622946554,837.7472580451141,0.643908281998631,1,0.3929500520291363,0.46917273673257026,0,0,17,45,46,46,67,65,65
spear,6069.0,6555.0,13628.0,134.3188051056809,118.57939375174848,0.46971052470490776,87.90501007904898,0.3947060353798127,161.19863522995473,844.9503602129437,0.44533313765776344,2,0.1698751300728408,0.32596253902185224,0,0,12,60,60,65,42,43,41
wealth,6372.0,6372.0,9484.0,155.29293868360818,86.58841390829014,0.8301224436383308,90.07265056082483,0.4144120707596254,163.02760502442524,673.2619766708755,0.6718684099536061,0,0.44003642039542146,0.5001300728407908,0,0,20,76,71,68,28,28,28
wealth,9089.0,9089.0,11869.0,143.71768139984084,106.53680350602828,0.6711823888451799,107.57543503094884,0.5911160249739854,157.8923684032892,641.2619766708754,0.7657763922824163,0,0.35509885535900104,0.532258064516129,0,0,69,95,94,94,61,59,57
bow,7263.0,9700.0,12096.0,160.6484171410367,119.62493714445618,0.6674683912647453,96.16412435732718,0.47235952133194586,172.55723688098394,838.7350647362944,0.6004464285714286,1,0.3713579604578564,0.4845213319458897,0,0,20,42,44,43,92,82,62
wealth,6142.0,6142.0,10729.0,145.05738096627735,103.33786018436798,0.701780762937859,88.43210550339379,0.3994536940686785,151.02979838429235,690.7766952966368,0.5724671451207008,0,0.3761706555671176,0.5179500520291364,0,0,20,91,87,88,28,26,26
wealth,6441.0,6441.0,10216.0,140.44496992665725,105.31331581092877,0.6616025861988374,90.55901891937204,0.41889958376690944,145.08618128546908,683.3624817342638,0.6304815974941269,0,0.31347554630593133,0.5444849115504683,0,0,19,74,64,66,50,50,47
elk-sedge,4794.0,4794.0,9247.0,135.78193167286094,101.96631106351674,0.6603517851166115,78.12752637489793,0.31178459937565034,145.60906565183365,571.906637611548,0.5184384124580945,0,0.3431321540062435,0.2247658688865765,0,0,17,50,48,48,23,23,23
spear,6585.0,7147.0,13445.0,140.29770359410423,113.544997011684,0.5873752466744208,91.56572722411507,0.42826482830385015,167.09278859364338,833.5189027078676,0.4897731498698401,2,0.2336108220603538,0.3467741935483871,0,0,13,79,83,87,45,45,46
oak,1469.0,1469.0,1808.0,144.11112606000657,14.198591269037315,0.9951345467631453,43.247992915463186,0.5641321044546851,125.60254774486066,281.2132034355964,0.8125,0,0.2245057232049948,0.2762747138397503,0,0,11,42,37,33,11,12,12
bow,6431.0,9343.0,11906.0,161.83372196585935,119.33734998398275,0.6754484715797212,90.48869273114643,0.41824921956295524,162.00308639035245,825.605122421383,0.5401478246262389,1,0.3893080124869927,0.35262747138397504,0,0,14,40,41,43,122,122,122
joy,5656.0,6745.0,9887.0,146.92632415176305,107.12016300218302,0.6844348771501625,84.86131548015315,0.3678459937565036,144.69277798148738,641.9066376115481,0.5720643268939011,1,0.3413111342351717,0.4966181061394381,0,0,37,80,80,82,25,25,25
tyr,4663.0,4663.0,9140.0,135.44316690581692,92.96210965460688,0.727266569865273,77.05268325697726,0.30326482830385015,129.1200991325518,540.2914139223983,0.5101750547045952,0,0.29669614984391257,0.32349115504682624,0,0,17,55,53,53,23,23,21
joy,7019.0,8410.0,10329.0,152.85130552858726,101.56348354982723,0.7473243831616572,94.53501131589347,0.45649063475546303,149.61617559608987,647.0609665440988,0.679543034175622,2,0.4292403746097815,0.48959417273673256,0,0,19,65,67,69,30,30,30
ash,5887.0,5887.0,9885.0,159.34248658225772,88.12351268477855,0.8331516035753038,86.57690916090678,0.382869406867846,151.34397906755325,637.9655121145938,0.5955488113302985,0,0.34118106139438087,0.4441987513007284,0,0,33,86,89,89,32,32,35
spear,6158.0,6409.0,12284.0,132.37848852487406,109.25629892215397,0.56464669470849,88.54721405261225,0.4004942767950052,155.79473675320358,808.2985565973347,0.5013025073266038,2,0.4510926118626431,0.32830385015608743,0,0,17,95,96,89,44,42,44
ash,4236.0,4236.0,7483.0,127.67087286543068,81.63883612035238,0.7688346623549815,73.4400620335941,0.37131837307152876,126.49505919204908,440.2253967444162,0.5660831217426165,0,0.2970863683662851,0.4804890738813736,0,0,22,58,58,57,26,26,26
ash,6715.0,6715.0,11027.0,150.29289300655427,106.23083246515377,0.7073880620904586,92.46514772008217,0.43671956295525494,148.52945835759317,702.2497833620556,0.6089598258819262,0,0.3446930280957336,0.5,0,0,45,69,74,77,32,32,32
spear,6959.0,7365.0,13394.0,129.34392156458605,119.37757923101118,0.3849271471591177,94.13009078829148,0.45258844953173777,155.72411502397438,850.7249634685276,0.5195609974615499,2,0.42364724245577523,0.3677159209157128,0,0,16,95,97,100,45,44,46
wealth,6381.0,6381.0,10616.0,150.4739886086339,96.97683406980659,0.7646247641058964,90.13623874422026,0.4149973985431842,157.74663229368798,713.3624817342638,0.6010738507912585,0,0.31282518210197713,0.511576482830385,0,0,34,69,69,69,29,29,29
serpent,5651.0,5651.0,10487.0,111.59491761344819,102.69204729412039,0.39139789411764897,84.82379776512252,0.36752081165452655,129.0348790056394,665.3208511739213,0.538857633260227,0,0.2701612903225806,0.1286420395421436,0,0,19,116,109,113,23,23,23
sun,4736.0,4736.0,9995.0,190.7751796642653,75.93657587066454,0.9173670976119566,77.65347695928193,0.30801248699271594,171.86331778480246,539.5807358037436,0.4738369184592296,0,0.3298647242455775,0.3524973985431842,0,0,18,36,36,44,25,23,23
need,5412.0,5412.0,9124.0,140.3337088410855,76.04395668392057,0.8404562052445742,83.01067651878704,0.3519771071800208,135.6502856613284,522.79393923934,0.5931608943445857,0,0.3691467221644121,0.40972944849115506,0,0,20,56,54,54,60,56,56
tyr,5454.0,5454.0,9917.0,139.3842360130393,94.11520112755609,0.7376152343429325,83.33215752028491,0.3547086368366285,128.87590930814028,550.9949493661167,0.54996470706867,0,0.24297606659729448,0.24895941727367327,0,0,19,48,35,30,30,30,30
spear,8312.0,8595.0,12803.0,141.59963363807182,103.56591571609871,0.6819491343829815,102.87452112082308,0.540582726326743,169.799882214329,737.3940110268396,0.6492228383972506,2,0.4803590010405827,0.31880853277835586,0,0,15,114,108,102,52,53,53
sun,15376.0,15376.0,15376.0,143.17821063276352,143.17821063276352,0.0,139.91901671984357,1.0,174.6568063374571,492.0,1.0,0,0.0,0.0,0,0,124,124,124,124,124,124,124
ash,7293.0,7293.0,10982.0,148.78656866117652,102.5128639850302,0.724768252162263,96.36252383449461,0.4743106139438085,157.4325252290644,617.6812408671319,0.6640866873065016,0,0.25286160249739853,0.5676378772112383,0,0,26,42,42,42,39,39,39
ash,3898.0,3898.0,10678.0,144.44723641344459,120.28519843352831,0.5536829129423361,70.44918555510536,0.25351196670135273,143.22360140703069,771.303607231218,0.36504963476306423,0,0.31152445369406867,0.3292143600416233,0,0,15,38,30,32,11,11,11
sun,5250.0,5250.0,10686.0,186.86835206033317,82.39823286470359,0.8975352632108032,81.7588381146626,0.34144120707596254,168.43990026119107,561.5807358037436,0.4912970241437395,0,0.3303850156087409,0.3608220603537981,0,0,19,25,25,25,57,55,53
bow,7174.0,10890.0,12309.0,167.19808412533567,123.32793004687798,0.6752207750935452,95.57311595804573,0.4665712799167534,169.11830178901394,821.6467529817256,0.5828255747826794,1,0.36875650364203955,0.4322320499479709,0,0,19,49,45,47,46,46,59
elk-sedge,4794.0,4794.0,9487.0,135.01146611547153,100.00818554504282,0.6717935198427073,78.12752637489793,0.31178459937565034,138.63621460498698,530.7350647362942,0.5053230736797724,0,0.2976066597294485,0.27237252861602496,0,0,16,53,49,47,24,26,26
wealth,6942.0,6942.0,10064.0,146.2578114346834,97.2662240531225,0.7468142586092431,94.01504624022422,0.45148283038501563,155.79473675320358,677.906637611548,0.689785373608903,0,0.3798126951092612,0.5046826222684704,0,0,21,81,80,81,31,31,31
ash,7028.0,7028.0,11294.0,130.97851286642972,122.53903545013348,0.3531520533178793,94.59559989977717,0.45707596253902183,147.5567687366459,709.9482681718906,0.622277315388702,0,0.270681581685744,0.589360041623309,0,0,19,64,64,62,84,81,79
need,4757.0,4757.0,9450.0,127.51000776260713,85.78191872643933,0.7398730092535982,77.82544901447835,0.30937825182101975,129.6919426949878,506.5096679918781,0.5033862433862434,0,0.15335587929240374,0.19732049947970864,0,0,19,61,59,56,26,26,26
ash,8421.0,8421.0,11212.0,140.66492884902658,110.45503367073606,0.6191977894732855,103.54685029596412,0.5476716961498439,148.11144452742334,654.1665222413704,0.7510702818408848,0,0.331945889698231,0.6017169614984391,0,0,27,89,89,89,72,62,62
