area,area_filled,area_convex,axis_major_length,axis_minor_length,eccentricity,equivalent_diameter_area,extent,feret_diameter_max,perimeter,holes,h_sym_err_percent,v_sym_err_percent,pixelsum_tr,pixelsum_ml,pixelsum_mm,pixelsum_mr,pixelsum_bl,pixelsum_bm,pixelsum_br,label
6809.0,6809.0,10966.0,130.8996250149559,95.04450578665232,0.6876029246949401,93.11008570558684,0.4428329864724246,137.7679207943562,624.5512985522207,0.0,0.4854318418314256,0.3126951092611862,22.0,82.0,82.0,76.0,32.0,35.0,35.0,serpent
3666.0,3666.0,9231.0,129.16287220156195,106.93078232861204,0.5609118410119388,68.32053989101013,0.238423517169615,125.4472000484666,549.0193359837562,0.0,0.2233350676378772,0.0706295525494276,21.0,48.0,45.0,43.0,15.0,15.0,15.0,tyr
5640.0,5640.0,13105.0,138.45019342782112,120.8699823156094,0.4876818915398062,84.7412003237287,0.3668054110301769,159.8311609167624,696.475180106472,0.0,0.4505723204994797,0.1136836628511966,18.0,55.0,56.0,56.0,44.0,46.0,48.0,gift
6772.0,6772.0,11625.0,143.31870015459566,113.45279658248128,0.6110241491773203,92.85676171903972,0.440426638917794,147.92227688891217,691.1370849898476,0.0,0.2734131113423517,0.4516129032258064,27.0,37.0,45.0,45.0,34.0,31.0,31.0,ash
8158.0,9639.0,12816.0,157.54487193628236,118.64852582355236,0.6578952910438306,101.91706533230564,0.5305671175858481,169.7586522095413,877.9066376115479,1.0,0.4112903225806452,0.3662851196670135,33.0,49.0,47.0,47.0,66.0,67.0,67.0,bow
3883.0,3883.0,10132.0,191.03681595216915,80.78208888042766,0.9061943861290668,70.31350618627006,0.2525364203954214,171.86331778480246,568.6101730552664,0.0,0.2946149843912591,0.3102237252861602,9.0,16.0,16.0,18.0,49.0,49.0,43.0,sun
8193.0,11694.0,13651.0,159.567090353668,136.29626381422187,0.5200057750253183,102.13545706567916,0.5328433922996878,159.3643623900902,881.0609665440987,1.0,0.407258064516129,0.3068418314255983,37.0,48.0,48.0,48.0,121.0,118.0,112.0,bow
6897.0,8700.0,11792.0,153.67200115326708,115.9300551886223,0.6564157571190452,93.70983480957813,0.4485561914672216,168.3864602632884,865.1198410471445,1.0,0.4357440166493236,0.4648803329864724,14.0,41.0,43.0,42.0,60.0,60.0,58.0,bow
6878.0,6878.0,10229.0,149.55099895958617,94.67277582657388,0.7741135547102093,93.5806688835277,0.4473204994797086,152.63354808167173,630.6934341759516,0.0,0.3288241415192507,0.490894901144641,41.0,35.0,46.0,51.0,35.0,35.0,35.0,ash
7589.0,9727.0,12594.0,163.1812842113318,117.59712323853864,0.6932956724548602,98.29860072755436,0.4935613943808533,164.20109622045769,876.2914139223983,1.0,0.4500520291363163,0.3626430801248699,20.0,49.0,51.0,49.0,64.0,66.0,66.0,bow
3054.0,3054.0,11800.0,151.27221829311452,99.6945179198371,0.7521074546694235,62.35762639502234,0.198621227887617,171.86331778480246,634.8082245892128,0.0,0.2460978147762747,0.2219042663891779,9.0,30.0,31.0,31.0,35.0,35.0,33.0,gift
6073.0,6081.0,9758.0,130.7165771038071,96.12979604556998,0.6776264121666161,87.93397383933382,0.3949661810613943,126.49505919204908,537.8233764908629,1.0,0.2699011446409989,0.1798907388137356,20.0,98.0,90.0,73.0,31.0,31.0,31.0,tyr
7847.0,7847.0,10434.0,131.10970044731852,113.86934538831976,0.4956815420021253,99.95554365585144,0.510340790842872,139.60659010233005,653.906637611548,0.0,0.3173777315296566,0.6090010405827263,20.0,89.0,86.0,84.0,70.0,66.0,58.0,ash
4571.0,4571.0,9527.0,138.59814235656154,97.275198873036,0.7123241109585778,76.2887800333996,0.2972814776274713,128.3160161476345,536.4091629284898,0.0,0.2241155046826222,0.2792663891779396,17.0,21.0,21.0,21.0,23.0,23.0,23.0,tyr
6701.0,7356.0,13525.0,143.8259211257249,111.97221741337744,0.6276123686337296,92.36870784670708,0.435809053069719,171.86331778480246,829.9625535217635,2.0,0.4830905306971904,0.3199791883454734,13.0,92.0,92.0,90.0,43.0,44.0,45.0,spear
7656.0,10136.0,12455.0,165.8252263392045,116.67686402416756,0.7105829124373377,98.73156513745948,0.4979188345473465,171.86331778480246,840.0904037956216,1.0,0.4059573361082206,0.4140218522372528,25.0,52.0,52.0,50.0,82.0,75.0,77.0,bow
5825.0,5825.0,10272.0,129.32522011742503,115.4563007401279,0.4505338224643652,86.11980229936854,0.3788371488033298,142.20056258679148,696.9604614807104,0.0,0.3315556711758585,0.4392559833506764,14.0,75.0,75.0,71.0,23.0,23.0,23.0,ash
4783.0,4783.0,10213.0,195.29446086338052,74.704050759366,0.9239471826697414,78.03784173379145,0.3110691987513007,169.799882214329,539.2609306503489,0.0,0.3963319458896982,0.3609521331945889,20.0,47.0,57.0,64.0,25.0,25.0,28.0,sun
4590.0,4590.0,9272.0,129.20864260799394,100.38220314548036,0.6296239237338455,76.44716809885372,0.2985171696149843,136.0036764208968,543.9066376115481,0.0,0.2774453694068678,0.2004422476586888,15.0,67.0,63.0,59.0,21.0,21.0,21.0,elk-sedge
6214.0,6214.0,11204.0,142.27142739866667,115.72807823473008,0.5816605480094318,88.94892090961139,0.4041363163371488,143.5339681051144,730.1492782986674,0.0,0.2743236212278876,0.4665712799167534,21.0,40.0,27.0,27.0,29.0,29.0,29.0,ash
6910.0,9134.0,11976.0,153.38752313684165,120.45905402644526,0.6190837348887017,93.7981090114293,0.4494016649323621,163.6001222493431,815.605122421383,1.0,0.3954214360041623,0.3982830385015609,25.0,42.0,43.0,43.0,60.0,62.0,60.0,bow
8597.0,8597.0,11679.0,117.0749489136025,110.82765331232936,0.3222973190665061,104.62332610889504,0.5591181061394381,135.2479205015737,600.5756851698602,0.0,0.2497398543184183,0.2385535900104058,18.0,118.0,121.0,121.0,107.0,107.0,109.0,serpent
3632.0,3632.0,9022.0,140.85688299655146,97.38543478953228,0.7224926499783783,68.0029854232747,0.2362122788761706,127.0157470552372,523.2203461105329,0.0,0.1886056191467221,0.2838189386056191,13.0,17.0,17.0,17.0,18.0,17.0,17.0,tyr
4359.0,4359.0,10172.0,157.8263003084157,97.79194400871154,0.7849038817711346,74.49866559543584,0.283493756503642,154.1590088188167,677.2792206135787,0.0,0.2256763787721123,0.3984131113423517,17.0,68.0,68.0,72.0,23.0,20.0,20.0,wealth
5975.0,7316.0,9837.0,147.62238857365747,105.37680698303971,0.7003223535160561,87.22159296752494,0.3885926118626431,146.0,676.4924240491749,1.0,0.389047866805411,0.4483610822060354,27.0,62.0,62.0,62.0,27.0,27.0,27.0,joy
6438.0,6763.0,10165.0,154.67659421908235,92.54521908004264,0.8012615001238426,90.53792679869017,0.4187044745057232,151.48927354766738,580.0660171779821,1.0,0.3193288241415192,0.4918054110301769,26.0,92.0,85.0,79.0,36.0,36.0,36.0,joy
4634.0,4634.0,9306.0,121.17481205475475,86.61843451307142,0.6993063383210267,76.81270760950133,0.3013787721123829,125.93649193144932,505.4386001800126,0.0,0.1171956295525494,0.1255202913631633,19.0,28.0,28.0,26.0,28.0,28.0,28.0,need
4773.0,4773.0,9176.0,132.8221250937936,101.1912900274654,0.6477468081718445,77.95622070765701,0.3104188345473465,146.40013661195812,556.8355697996826,0.0,0.3600416233090531,0.3077523413111342,15.0,61.0,57.0,55.0,23.0,21.0,21.0,elk-sedge
7345.0,10196.0,13121.0,166.20937991138908,125.5755248479444,0.6551185464130809,96.705452049405,0.4776925078043704,171.86331778480246,883.747258045114,1.0,0.4162330905306972,0.3361082206035379,35.0,47.0,45.0,47.0,60.0,60.0,60.0,bow
7145.0,7557.0,13211.0,136.57294071783733,111.3949199234641,0.5785539069218374,95.37974914588912,0.4646852237252861,166.35203635663737,845.3696244092001,2.0,0.4533038501560874,0.3978928199791883,28.0,83.0,84.0,88.0,48.0,49.0,47.0,spear
4451.0,4451.0,9177.0,135.10678441116465,100.47366164868392,0.6685567659039031,75.28073600607402,0.2894771071800208,138.06158046321215,540.0904037956216,0.0,0.2403746097814776,0.1485431841831425,20.0,38.0,35.0,33.0,21.0,21.0,21.0,elk-sedge
5913.0,5914.0,9718.0,129.18521830525293,102.0258635473592,0.6134105250144444,86.76788246822102,0.384560353798127,133.77593206552515,502.5929291125633,1.0,0.3743496357960458,0.1508844953173777,20.0,84.0,77.0,73.0,28.0,28.0,28.0,elk-sedge
6877.0,6877.0,11196.0,148.68229837830492,111.2155402498693,0.6636897742243641,93.57386573794903,0.4472554630593132,153.00326793895613,695.1370849898476,0.0,0.3136056191467222,0.511576482830385,27.0,69.0,57.0,49.0,30.0,30.0,30.0,ash
3835.0,3835.0,9156.0,133.58798463031675,97.45953126779791,0.6839241492825401,69.8775618783265,0.2494146722164412,125.02799686470227,545.4802307403552,0.0,0.2264568158168574,0.1099115504682622,7.0,34.0,27.0,17.0,20.0,20.0,17.0,tyr
4628.0,4628.0,9127.0,130.55717366922815,105.1309906254709,0.5929372457301075,76.76296381090515,0.3009885535900104,139.08630414242805,533.4041122946064,0.0,0.2558532778355879,0.125,14.0,57.0,53.0,51.0,21.0,21.0,21.0,elk-sedge
4619.0,4619.0,8918.0,134.48450045628408,77.76327404292029,0.8158722177982035,76.68828761376614,0.3004032258064516,135.6502856613284,518.79393923934,0.0,0.2250260145681581,0.3033298647242455,18.0,48.0,44.0,44.0,25.0,25.0,25.0,need
7281.0,8050.0,13947.0,137.65902152104698,120.67674632564382,0.4811555826910262,96.2832131018524,0.4735301768990634,168.43990026119107,889.1513703397204,2.0,0.4161030176899064,0.2810874089490114,15.0,44.0,46.0,48.0,100.0,95.0,98.0,spear
4563.0,4563.0,9096.0,129.65941511928952,103.55829552838814,0.6017363868547815,76.22199185685551,0.296761186264308,140.00357138301865,526.2914139223983,0.0,0.3345473465140479,0.2294484911550468,14.0,61.0,57.0,55.0,21.0,21.0,21.0,elk-sedge
8438.0,9161.0,13112.0,131.72514161013294,117.90730827023516,0.4458633968815532,103.65131585501123,0.548777315296566,157.74663229368798,782.6072144624362,2.0,0.4017950052029136,0.3008584807492195,29.0,100.0,99.0,101.0,70.0,65.0,60.0,spear
5145.0,5145.0,9004.0,137.54581269767235,73.8512493610669,0.8436324614295551,80.93712039393552,0.3346123829344433,133.33041663476493,527.0365799264594,0.0,0.3488553590010406,0.3475546305931321,20.0,69.0,66.0,64.0,51.0,43.0,29.0,need
6363.0,6363.0,10209.0,147.25425159378418,95.9699446505103,0.7584514589453627,90.00901745464084,0.4138267429760666,149.57606760441325,669.1614716074871,0.0,0.3854058272632674,0.4866024973985431,20.0,88.0,85.0,87.0,25.0,25.0,25.0,wealth
5977.0,5977.0,11604.0,115.54149568473817,108.40087384561087,0.346097264185705,87.236189502305,0.3887226847034339,138.31124321616085,713.0609665440988,0.0,0.3362382934443288,0.2410249739854318,15.0,88.0,82.0,82.0,45.0,43.0,43.0,serpent
6521.0,7213.0,9984.0,145.3897405190639,97.55661574780062,0.7414567271662382,91.1196744464004,0.4241024973985431,146.01369798755184,615.0782104868019,1.0,0.3076222684703434,0.5448751300728408,22.0,99.0,102.0,103.0,31.0,31.0,31.0,joy
7065.0,7065.0,12049.0,155.369223494363,104.6763641181882,0.7389807810920295,94.84427965646596,0.4594823100936524,166.97305171793442,704.7350647362944,0.0,0.3108740894901144,0.5150884495317378,21.0,77.0,74.0,74.0,91.0,87.0,82.0,oak
6537.0,6537.0,12136.0,151.46384700953453,97.19292328185384,0.7669636264123327,91.23139209687508,0.4251430801248699,169.11830178901394,639.7888886054566,0.0,0.3115244536940686,0.356789802289282,15.0,63.0,62.0,62.0,62.0,60.0,59.0,gift
7229.0,7229.0,10775.0,128.2476160394037,92.6264632850581,0.6916351554681133,95.9387756274307,0.4701482830385015,138.31124321616085,512.9949493661167,0.0,0.3417013527575442,0.3422216441207076,25.0,45.0,45.0,45.0,90.0,90.0,90.0,need
5175.0,5175.0,10472.0,153.20013876549845,105.1180862514722,0.7274612499246123,81.17274569709015,0.3365634755463059,157.8923684032892,678.1492782986674,0.0,0.3364984391259105,0.4223465140478668,31.0,38.0,38.0,42.0,21.0,23.0,23.0,ash
4454.0,4454.0,9180.0,152.07044998048192,86.43795249847008,0.8227473194476529,75.30610156056689,0.289672216441207,154.01298646542764,672.0071426749364,0.0,0.3991935483870967,0.3591311134235171,6.0,53.0,53.0,56.0,18.0,18.0,18.0,wealth
6481.0,6481.0,10030.0,132.31992696510116,90.26833846609144,0.7311678435164086,90.83977922379924,0.4215010405827263,136.0588108135596,488.8355697996826,0.0,0.2506503642039542,0.3013787721123829,27.0,33.0,51.0,55.0,69.0,71.0,72.0,need
7441.0,9032.0,12820.0,158.6477059050421,119.7738030159674,0.6557626357526577,97.33537616085091,0.4839360041623309,168.3864602632884,916.0904037956216,1.0,0.4252081165452653,0.3390998959417273,28.0,45.0,45.0,43.0,62.0,62.0,60.0,bow
4483.0,4809.0,13381.0,130.0623896105846,118.8869089363292,0.4055429261495072,75.55086286104041,0.2915582726326743,161.83942659315127,838.8498551495553,2.0,0.2529916753381894,0.3130853277835588,16.0,49.0,48.0,46.0,29.0,29.0,30.0,spear
5860.0,5860.0,13433.0,142.0963810890128,116.37894886917807,0.5737732984088382,86.37814383365767,0.3811134235171696,166.42415690037308,701.1025971044414,0.0,0.2030437044745057,0.2009625390218522,19.0,55.0,55.0,56.0,56.0,57.0,60.0,gift
7476.0,7476.0,11441.0,143.59498408411878,113.1897196614822,0.6153464471877182,97.56402429399924,0.4862122788761706,154.01298646542764,683.0365799264594,0.0,0.3156867845993756,0.5565816857440167,31.0,58.0,61.0,65.0,34.0,34.0,34.0,ash
7182.0,7182.0,11653.0,168.6426146605097,93.69689344174472,0.8314534594371817,95.6263897168974,0.4670915712799167,159.29846201391902,596.3086578651014,0.0,0.4101196670135276,0.3994536940686785,24.0,58.0,64.0,69.0,76.0,74.0,73.0,sun
4378.0,4378.0,9187.0,126.7687148060466,86.11524947073919,0.7338514769199125,74.66085136703533,0.284729448491155,130.60245020672468,512.0660171779822,0.0,0.2155306971904266,0.3950312174817898,17.0,55.0,60.0,60.0,24.0,23.0,23.0,need
4427.0,4427.0,9554.0,115.64779429499607,93.30782758335188,0.5907870089281742,75.07750305212984,0.2879162330905307,126.69648771769484,657.8650070512056,0.0,0.2152705515088449,0.2782258064516129,20.0,20.0,31.0,40.0,20.0,20.0,20.0,serpent
5449.0,5449.0,9566.0,131.4481159955762,104.54817736211048,0.6061412910520507,83.29395103644623,0.3543834547346514,142.52368224263645,515.6467529817256,0.0,0.3470343392299688,0.1334547346514047,25.0,64.0,60.0,58.0,23.0,23.0,23.0,elk-sedge
6237.0,6237.0,13529.0,149.46148715723714,121.9629656798672,0.5780293065866785,89.11338306064476,0.4056321540062435,172.53985046939155,753.4041122946064,0.0,0.3980228928199792,0.4222164412070759,30.0,22.0,22.0,22.0,62.0,62.0,60.0,oak
6140.0,6140.0,10692.0,157.3246740187873,94.2539311988512,0.8006707900563599,88.41770639794893,0.3993236212278876,159.3643623900902,713.9482681718907,0.0,0.3430020811654526,0.4600676378772112,22.0,87.0,81.0,80.0,27.0,27.0,27.0,wealth
5090.0,5091.0,10556.0,167.08611306407465,90.78181337059009,0.8395234146925982,80.5033495123152,0.3310353798126951,143.54441821262157,613.2792206135786,1.0,0.3574401664932362,0.3603017689906347,19.0,24.0,24.0,24.0,45.0,35.0,26.0,sun
5782.0,5782.0,9861.0,160.6406097821017,91.58845385408624,0.8215440243398096,85.80134642101318,0.3760405827263267,173.25414857947845,638.7766952966368,0.0,0.3229708636836628,0.4608480749219563,21.0,27.0,27.0,27.0,24.0,24.0,24.0,oak
6133.0,6752.0,14365.0,134.9475518866096,121.6646114574266,0.432634073898376,88.36729105195401,0.3988683662851197,168.3864602632884,928.2051942088827,2.0,0.2816077003121748,0.3380593132154006,12.0,62.0,68.0,74.0,41.0,39.0,39.0,spear
5997.0,6045.0,14331.0,135.24352962670574,122.48662595863576,0.4239735459291562,87.38202074670035,0.3900234131113423,171.14321488157222,765.8376618407357,2.0,0.3147762747138397,0.3574401664932362,25.0,54.0,58.0,65.0,44.0,45.0,47.0,spear
4647.0,4647.0,9305.0,131.15398953474747,101.92749084032091,0.6293044072672178,76.92037548260085,0.3022242455775234,140.470637501223,554.0904037956217,0.0,0.3176378772112383,0.1599895941727367,29.0,56.0,52.0,51.0,20.0,20.0,20.0,elk-sedge
7325.0,8310.0,13829.0,135.31771856758502,122.40158242786502,0.4263685006565838,96.57370069115642,0.476391779396462,156.02884348735012,890.0803025278551,2.0,0.4361342351716961,0.2516909469302809,15.0,101.0,96.0,87.0,50.0,51.0,47.0,spear
4418.0,4418.0,8951.0,127.59725634090722,86.99259771679901,0.7315620831729532,75.00114871546934,0.2873309053069719,132.25732493892352,517.4802307403552,0.0,0.2255463059313215,0.391519250780437,17.0,21.0,24.0,24.0,46.0,54.0,57.0,need
5268.0,6047.0,9792.0,146.50156523431022,99.9478755922861,0.7311369071922821,81.89887619292976,0.3426118626430801,142.12670403551894,620.2497833620557,1.0,0.2585848074921956,0.4399063475546306,22.0,100.0,87.0,80.0,24.0,24.0,24.0,joy
7370.0,7753.0,9770.0,147.7821550020849,94.02799554181917,0.7714740211611195,96.86988925717912,0.479318418314256,152.0526224699857,562.2081528017131,1.0,0.4118106139438085,0.4742455775234131,26.0,92.0,93.0,96.0,36.0,36.0,39.0,joy
6584.0,6584.0,12487.0,150.19736861701134,114.26437109986536,0.6490315740670627,91.55877436126104,0.4281997918834547,166.90116836020053,714.6345596729059,0.0,0.3504162330905307,0.4542143600416233,32.0,48.0,42.0,32.0,66.0,65.0,65.0,oak
